group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,LLM-result-openai/gpt-oss-120b,LLM-suggestion-openai/gpt-oss-120b,LLM-result-mistralai/Mistral-Small-3.2-24B-Instruct-2506,LLM-suggestion-mistralai/Mistral-Small-3.2-24B-Instruct-2506,LLM-result-default-text-large,LLM-suggestion-default-text-large,groundTruth
3,Temporal Resolution Mismatch,time_steps_temporal_resolution,Loose,Common exchanged variables align semantically,hourly to 3-hourly,hourly to daily,,A↔B token-sim=0.33 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
3,Temporal Coverage Mismatch,temporal_extent_coverage,Loose,Common exchanged variables align semantically,days to decades,multi-decadal to centennial,,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED,Match,Integration can be limited to the overlapping multi‑year interval.,Match,The temporal extents are compatible and can be aligned.,Mismatch,Resample or interpolate data to compatible temporal coverage,Match
3,Spatial Resolution Mismatch,spatial_resolution,Loose,Common exchanged variables align semantically,typically 1 / 8° to 1 / 4°,varies from 1° to eddy-resolving ≤1 / 4°,,A↔B token-sim=0.17 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
3,Spatial Coverage Mismatch,spatial_extent_coverage,Loose,Common exchanged variables align semantically,global or regional ocean surface,global ocean or regional subdomains,,A↔B token-sim=0.67 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
3,Dimensionality Mismatch,dimensionality,Loose,Common exchanged variables align semantically,2d spatial + 2d spectral frequency × direction,3d,,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED,Mismatch,Implement both projection (3‑D→2‑D) and extrusion (1‑D→2‑D) adapters.,Mismatch,Transform the dimensionalities to be compatible.,Mismatch,Convert data to compatible dimensionality,Mismatch
3,Communication Mechanism Mismatch,communication_mechanism,Loose,Pattern-graded requirement,,,,Both sides or AB canonical interface required.,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
3,Error Handling Mismatch,error_handling,Loose,Pattern-graded requirement,"built-in diagnostics, stability checks","diagnostics for cfl, nans, restart safety",,Both A and B or AB canonical required.,Match,INTENDED,Match,,Match,,Match,,Match
3,Execution Instruction Gap,execution_instructions,Loose,Require A or B,"run with wind forcing e.g., ecmwf analyses , grid configuration, time step settings","configure via namelists, compile, supply grid / bathymetry / forcing files",,At least one side must provide.,Match,INTENDED,Match,,Match,,Match,,Match
3,Parallel Execution Incompatibility,parallel_execution,Loose,Pattern-graded requirement,true,true,co-run or sequential per coupling cycle,Loose requires at least one side (or AB) to declare this.,Match,INTENDED,Match,,Match,,Match,,Match
3,Execution Constraint Mismatch,execution_constraints,Loose,Pattern-graded requirement,"when coupled, grid remapping to ocean grid may be required","when coupled, ensure consistent coupling interval, grid remapping","coordinate coupling interval e.g., hourly-3-hourly , remap grids as needed, no requirement for same timestep",Loose requires at least one side (or AB) to declare this.,Match,INTENDED,Match,,Match,,Match,,Match
3,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
3,Latency Expectation Mismatch,latency_expectations,Loose,Pattern-graded requirement,typically produces fields at hourly-3-hourly cadence,typical exchange hourly-3-hourly when used in ab,exchange at coarse cadence hourly-3-hourly typical,Loose requires at least one side (or AB) to declare this.,Match,INTENDED,Match,,Match,,Match,,Match
3,Data Synchronization,data_synchronization,Loose,Pattern-graded requirement,wave outputs can be time-interpolated to ocean model coupling times,file / coupler-based exchange when coupled,"file / coupler-based, lagged exchange no in-memory sync",Loose requires at least one declaration of synchronization.,Match,INTENDED,Match,,Match,,Match,,Match
3,Programming Language Incompatibility,programming_language,Loose,Pattern-graded similarity/equality,fortran,fortran 90,,A↔B token-sim=0.50 (> 0.00),Match,INTENDED,Match,,Match,,Match,,Match
3,Source Code Availability Gap,availability_of_source_code (A),Loose,Presence required,,,,A provides metadata,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
3,Source Code Availability Gap,availability_of_source_code (B),Loose,Optional at this pattern,,,,Optional.,Match,INTENDED,Match,,Match,,Match,,Match
3,Implementation Verification Gap,implementation_verification (A),Loose,Presence required,"benchmarked vs. buoys / altimeters, operational comparisons; compared to buoy / altimeter wave heights, spectra",,,A provides metadata,Match,INTENDED,Match,,Match,,Match,,Match
3,Implementation Verification Gap,implementation_verification (B),Loose,Presence required,"reference configurations, test cases; compared with observations, reanalyses",,,B provides metadata,Match,INTENDED,Match,,Match,,Match,,Match
3,Software Environment Mismatch,software_specification_and_requirements,Loose,Pattern-graded similarity/equality,"netcdf i / o, mpi, ecmwf wave physics; 10 m wind u10, v10; sea-ice concentration attenuation; bathymetry, coastlines","mpi, netcdf, decomposition libraries; surface wind stress, heat / freshwater fluxes; runoff, restoring fields; sea-ice fields if lim is enabled","netcdf i / o, optional coupler e.g., oasis-mct , regridding tools",A↔B token-sim=0.16 (> 0.00),Match,INTENDED,Match,,Match,,Match,,Match
3,Hardware Resource Mismatch,hardware_specification_and_requirements,Loose,Pattern-graded similarity/equality,hpc or workstation,parallel hpc cluster,,A↔B token-sim=0.25 (> 0.00),Match,INTENDED,Match,,Match,,Match,,Match
3,Distribution Version Mismatch,distribution_version,Loose,Pattern-graded similarity/equality,cy38r1,v3.4,,A↔B token-sim=0.00 (> 0.00),Mismatch,INTENDED,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch
3,File Format Mismatch,file_formats,Loose,Presence required,,,,Neither provides metadata.,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
3,License Incompatibility,license,Loose,Pattern-graded requirement,ecmwf license non-commercial use,cecill-c,,A↔B token-sim=0.00 (> 0.00),Mismatch,INTENDED,Mismatch,Re‑license the conflicting component under a compatible license or obtain permission.,Mismatch,The licenses are not compatible and need to be aligned.,Mismatch,Use compatible licenses or obtain necessary permissions,Mismatch
3,Landing Page Gap,landing_page (A),Loose,Presence required,"https, / / www.ecmwf.int / en / research / modelling-and-prediction / wave-model",,,A provides landing page,Match,INTENDED,Match,,Match,,Match,,Match
3,Landing Page Gap,landing_page (B),Loose,Presence required,"https, / / www.nemo-ocean.eu /",,,B provides landing page,Match,INTENDED,Match,,Match,,Match,,Match
4,Semantic Mismatch,Title,Loose,Coverage threshold ≥ 0.50,individual-based plant model ibm; plant life history parameters; vincent vincenot,cellular automaton-based soil feedback model; soil feedback parameters; vincent vincenot,integrated plant-soil feedback simulation model; plant_biomass_per_cell; plant_density_per_cell; species_identity_per_cell; soil_toxicity_per_cell; modified_germination_prob_per_cell,"A→AB:0.07 (covered: plant) | B→AB:0.13 (covered: feedback, soil) | A∪B→AB:0.20 (covered: feedback, plant, soil) | uncovered_AB: biomass, cell, density, germination, identity, integrated, modified, per, prob, simulation, species, toxicity",Mismatch,INTENDED,Match,Atmospheric and oceanic components are meant to be integrated in the system.,Match,The titles are semantically similar and cover overlapping domains.,Match,"Similarity threshold not met, but titles are compatible",Match
4,Semantic Mismatch,Model Version,Loose,A or B must equal AB exactly,1.0,1.0,1.0,A==AB:✓; B==AB:✓,Match,INTENDED,Match,,Match,,Match,,Match
4,Semantic Mismatch,Description,Loose,Coverage threshold ≥ 0.50,"a spatially explicit individual-based model simulating plant growth, mortality, dispersal, competition, with each plant represented as an agent interacting locally with neighbors, the environment. designed for coupling with a soil feedback submodel.; environmental conditions from soilfeedback model affecting each grid cell; provides soil toxicity state per cell used to modulate germination, growth; growth, mortality, reproduction, dispersal traits per species","a grid-based model tracking plant-induced soil autotoxicity accumulation, decay, spatial diffusion. designed to couple with ibm vegetation model in a loose feedback loop.; annual plant biomass, density maps from ibm; provides plant biomass / density maps for toxicity updates; decay rate, feedback strength, diffusion radius, species-specific sensitivity","a spatially explicit ecological simulation integrating an individual-based plant model with a grid-based soil feedback model. vegetation growth, mortality, reproduction are influenced by local soil conditions, while plant presence modifies soil properties.; outputs biomass / density maps to soilfeedback; outputs soil toxicity, germination probabilities to ibm","A→AB:0.48 (covered: based, conditions, explicit, feedback, germination, grid, growth, individual, mortality, plant, reproduction, soil, soilfeedback, spatially, toxicity) | B→AB:0.35 (covered: based, biomass, density, feedback, grid, ibm, maps, plant, soil, toxicity, vegetation) | A∪B→AB:0.65 (covered: based, biomass, conditions, density, explicit, feedback, germination, grid, growth, ibm, individual, maps, mortality, plant, reproduction, soil, soilfeedback, spatially, toxicity, vegetation) | uncovered_AB: are, ecological, influenced, integrating, local, modifies, presence, probabilities, properties, simulation, while",Match,INTENDED,Match,,Match,,Match,,Match
4,Semantic Mismatch,Keywords,Loose,Coverage threshold ≥ 0.50,individual-based model; vegetation dynamics; spatial ecology; competition; dispersal,soil feedback; cellular automaton; plant-soil interaction; ecological memory; negative feedback,integrated ecological modeling; individual-based model; soil feedback; plant-soil interactions; spatial ecology,"A→AB:0.36 (covered: based, ecology, individual, spatial) | B→AB:0.36 (covered: ecological, feedback, plant, soil) | A∪B→AB:0.73 (covered: based, ecological, ecology, feedback, individual, plant, soil, spatial) | uncovered_AB: integrated, interactions, modeling",Match,INTENDED,Match,,Match,,Match,,Match
4,Semantic Mismatch,Model Type,Loose,Coverage threshold ≥ 0.50,mechanistic,mechanistic,mechanistic,A→AB:1.00 (covered: mechanistic) | B→AB:1.00 (covered: mechanistic) | A∪B→AB:1.00 (covered: mechanistic) | uncovered_AB: —,Match,INTENDED,Match,,Match,,Match,,Match
4,Semantic Mismatch,Scope,Loose,Coverage threshold ≥ 0.50,local to landscape-scale plant populations,patch- to landscape-scale vegetation-soil feedback dynamics,patch- to landscape-scale vegetation-soil feedback dynamics,"A→AB:0.29 (covered: landscape, scale) | B→AB:1.00 (covered: dynamics, feedback, landscape, patch, scale, soil, vegetation) | A∪B→AB:1.00 (covered: dynamics, feedback, landscape, patch, scale, soil, vegetation) | uncovered_AB: —",Match,INTENDED,Match,,Match,,Match,,Mismatch
4,Semantic Mismatch,Purpose & Pattern,Loose,Coverage threshold ≥ 0.50,"simulate spatial vegetation dynamics under competition, dispersal, environmental feedback; agent-based simulation of plant life cycle with environmental interaction","simulate accumulation, decay, spread of plant-specific soil feedback effects; grid-based dynamic updates based on ibm plant biomass / density inputs","simulate coupled vegetation, soil processes to explore how feedbacks shape spatial patterns, community structure; loose coupling between agent-based vegetation submodel, grid-based soil feedback submodel; loose","A→AB:0.30 (covered: agent, based, feedback, simulate, spatial, vegetation) | B→AB:0.25 (covered: based, feedback, grid, simulate, soil) | A∪B→AB:0.40 (covered: agent, based, feedback, grid, simulate, soil, spatial, vegetation) | uncovered_AB: between, community, coupling, explore, feedbacks, how, loose, patterns, processes, shape, structure, submodel",Mismatch,INTENDED,Match,Both models contribute to the overall climate response simulation.,Match,The purposes and patterns are compatible and can be integrated.,Match,"Similarity threshold not met, but purposes and patterns are compatible",Match
4,Semantic Mismatch,Assumptions,Loose,Coverage threshold ≥ 0.50,"plants are discrete individuals; interactions are local, spatially explicit; life cycle parameters are homogeneous within species; soil conditions affecting germination, growth are provided externally",soil conditions modified proportionally to local plant biomass / density; feedback reduces germination probability for conspecifics; soil memory decays at constant rate; effects are species-specific,"both submodels use identical grid extents, resolutions; coupling occurs once per simulated year; variables are exchanged without unit conversions","A→AB:0.06 (covered: are) | B→AB:0.06 (covered: are) | A∪B→AB:0.06 (covered: are) | uncovered_AB: both, conversions, coupling, exchanged, extents, grid, identical, occurs, once, per, resolutions, simulated, submodels, unit, use, without, year",Mismatch,INTENDED,Match,Shared hydrostatic assumption makes coupling feasible.,Match,The assumptions are compatible and can be integrated with minor adjustments.,Match,"Assumptions are compatible, despite low similarity score",Match
4,Conceptual Quality Gap,Links to Publications & Reports,Loose,Pattern-agnostic,"vincenot et al., 2017","vincenot et al., 2017",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
4,Conceptual Quality Gap,Authors’ Unique Identifier,Loose,Pattern-agnostic,"vincent vincenot; model design, implementation","vincent vincenot; http, / / orcid.org / 0000-0002-2386-1626; model development",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
4,Conceptual Quality Gap,Conceptual Model Evaluation,Loose,Pattern-agnostic,"based on ecological theory of local competition, individual behavior",validated via emergent pattern reproduction,,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
4,Conceptual Quality Gap,Calibration Tools/Data,Loose,Pattern-agnostic,"tested via controlled simulation experiments, not calibrated to real species",pattern-based calibration to match known vegetation-soil patterns,,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
4,Conceptual Quality Gap,Validation Capabilities,Loose,Pattern-agnostic,"verified against theoretical expectations e.g., coexistence, clustering","no empirical soil chemistry, patterns match theory",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
4,Conceptual Quality Gap,Sensitivity Analysis,Loose,Pattern-agnostic,parametric sensitivity analysis conducted,"feedback strength, decay rate varied",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
4,Conceptual Quality Gap,Uncertainty Analysis,Loose,Pattern-agnostic,scenario-based exploration,scenario-based,,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
4,Data Schema Mismatch,A.output,Loose,A.output ↔ B.input (≥1),plant_biomass_per_cell; plant_density_per_cell; species_identity_per_cell,plant_biomass_per_cell; plant_density_per_cell; species_identity_per_cell; annual plant biomass; density maps from ibm; provides plant biomass / density maps for toxicity updates,,plant_biomass_per_cell ↔ plant_biomass_per_cell (1.00); plant_density_per_cell ↔ plant_density_per_cell (1.00); species_identity_per_cell ↔ species_identity_per_cell (1.00),Match,INTENDED,Match,,Match,,Match,,Match
4,Data Schema Mismatch,B.output,Loose,B.output ↔ A.input (≥1),soil_toxicity_per_cell; modified_germination_prob_per_cell,soil_toxicity_per_cell; feedback_modified_germination_prob; environmental conditions from soilfeedback model affecting each grid cell; provides soil toxicity state per cell used to modulate germination; growth,,soil_toxicity_per_cell ↔ soil_toxicity_per_cell (1.00); modified_germination_prob_per_cell ↔ feedback_modified_germination_prob (0.50),Match,INTENDED,Match,,Match,,Match,,Match
4,Data Schema Mismatch,(A or B).input vs AB.input,Loose,(A or B).input ↔ AB.input (similarity>0),A.in:soil_toxicity_per_cell; feedback_modified_germination_prob; environmental conditions from soilfeedback model affecting each grid cell; provides soil toxicity state per cell used to modulate germination; growth | B.in:plant_biomass_per_cell; plant_density_per_cell; species_identity_per_cell; annual plant biomass; density maps from ibm; provides plant biomass / density maps for toxicity updates,,(none),max=0.00 | missing: AB.input,Missing,INTENDED,missing,Missing fields: B+AB,missing,Missing fields: B+AB,missing,Missing fields: B+AB,missing
4,Data Schema Mismatch,(A or B).output vs AB.output,Loose,(A or B).output ↔ AB.output (similarity>0),A.out:plant_biomass_per_cell; plant_density_per_cell; species_identity_per_cell | B.out:soil_toxicity_per_cell; modified_germination_prob_per_cell,,combined vegetation-soil maps for each coupling step,max=0.00,Mismatch,INTENDED,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch,LLM skipped (A/B missing or field excluded).,Match
4,Temporal Resolution Mismatch,time_steps_temporal_resolution,Loose,Common exchanged variables align semantically,"annual, with daily internal steps","annual updates, possible sub-annual decay",,A↔B token-sim=0.12 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
4,Temporal Coverage Mismatch,temporal_extent_coverage,Loose,Common exchanged variables align semantically,decadal multi-year,multi-year,,A↔B token-sim=0.50 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
4,Spatial Resolution Mismatch,spatial_resolution,Loose,Common exchanged variables align semantically,cell level typically 1 m²,"user-defined, matching ibm cell size",,A↔B token-sim=0.12 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
4,Spatial Coverage Mismatch,spatial_extent_coverage,Loose,Common exchanged variables align semantically,"grid of landscape cells e.g., 100×100",same grid as ibm,,A↔B token-sim=0.17 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
4,Dimensionality Mismatch,dimensionality,Loose,Common exchanged variables align semantically,2d,2d,,A↔B token-sim=1.00 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
4,Communication Mechanism Mismatch,communication_mechanism,Loose,Pattern-graded requirement,,,,Both sides or AB canonical interface required.,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
4,Error Handling Mismatch,error_handling,Loose,Pattern-graded requirement,"basic input validation, event conflict resolution","valid toxicity checks, prevents negative values",,Both A and B or AB canonical required.,Match,INTENDED,Match,,Match,,Match,,Match
4,Execution Instruction Gap,execution_instructions,Loose,Require A or B,"compile, run with parameter files, can be run standalone or coupled","run annually, taking ibm biomass / density maps as input",,At least one side must provide.,Match,INTENDED,Match,,Match,,Match,,Match
4,Parallel Execution Incompatibility,parallel_execution,Loose,Pattern-graded requirement,false,false,possible sequential or co-simulation,Loose requires at least one side (or AB) to declare this.,Match,INTENDED,Match,,Match,,Match,,Match
4,Execution Constraint Mismatch,execution_constraints,Loose,Pattern-graded requirement,requires soilfeedback outputs when in feedback mode,must run after ibm each timestep,"same grid, same annual step, sequential run order, ibm → soilfeedback → ibm",Loose requires at least one side (or AB) to declare this.,Match,INTENDED,Match,,Match,,Match,,Match
4,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
4,Latency Expectation Mismatch,latency_expectations,Loose,Pattern-graded requirement,annual coupling step,annual coupling step,exchange annually,Loose requires at least one side (or AB) to declare this.,Match,INTENDED,Match,,Match,,Match,,Match
4,Data Synchronization,data_synchronization,Loose,Pattern-graded requirement,grids must be aligned at each coupling step,grids must be aligned at each coupling step,"synchronized annual timestep, matching grids",Loose requires at least one declaration of synchronization.,Match,INTENDED,Match,,Match,,Match,,Match
4,Programming Language Incompatibility,programming_language,Loose,Pattern-graded similarity/equality,c++; netlogo,c++; netlogo,,A↔B token-sim=1.00 (> 0.00),Match,INTENDED,Match,,Match,,Match,,Match
4,Source Code Availability Gap,availability_of_source_code (A),Loose,Presence required,,,,A provides metadata,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
4,Source Code Availability Gap,availability_of_source_code (B),Loose,Optional at this pattern,,,,Optional.,Match,INTENDED,Match,,Match,,Match,,Match
4,Implementation Verification Gap,implementation_verification (A),Loose,Presence required,"manual checks under controlled inputs; patterns, demographics vs. theory",,,A provides metadata,Match,INTENDED,Match,,Match,,Match,,Match
4,Implementation Verification Gap,implementation_verification (B),Loose,Presence required,produces theoretical psnf patterns; spatial toxicity gradients vs. theory,,,B provides metadata,Match,INTENDED,Match,,Match,,Match,,Match
4,Software Environment Mismatch,software_specification_and_requirements,Loose,Pattern-graded similarity/equality,standard compiler or agent-based modeling platform,grid-based ca platform or custom code,"netcdf or csv i / o, in-memory coupling possible",A↔B token-sim=0.11 (> 0.00),Match,INTENDED,Match,,Match,,Match,,Match
4,Hardware Resource Mismatch,hardware_specification_and_requirements,Loose,Pattern-graded similarity/equality,standard workstation,standard workstation,,A↔B token-sim=1.00 (> 0.00),Match,INTENDED,Match,,Match,,Match,,Match
4,Distribution Version Mismatch,distribution_version,Loose,Pattern-graded similarity/equality,1.0,1.0,,A↔B token-sim=0.00 (> 0.00),Mismatch,INTENDED,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch
4,File Format Mismatch,file_formats,Loose,Presence required,,,,Neither provides metadata.,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
4,License Incompatibility,license,Loose,Pattern-graded requirement,cc by,cc by,,A↔B token-sim=1.00 (> 0.00),Match,INTENDED,Match,,Match,,Match,,Match
4,Landing Page Gap,landing_page (A),Loose,Presence required,,,,A provides landing page,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
4,Landing Page Gap,landing_page (B),Loose,Presence required,"http, / / christian.vincenot.biz / models.html",,,B provides landing page,Match,INTENDED,Match,,Match,,Match,,Match
5,Semantic Mismatch,Title,Shared,Coverage threshold ≥ 0.50,"lim, louvain-la-neuve sea-ice model; thierry fichefet; luis a. morales maqueda","opa 8.2, océan parallélisé ocean general circulation model; gurvan madec",coupled sea-ice-ocean modeling framework lim + opa; ice_concentration; ice_thickness; snow_thickness; ice_ocean_freshwater_flux; ice_ocean_heat_flux; ice_ocean_momentum_stress; sea_surface_temperature; sea_surface_salinity; ocean_surface_currents_u; ocean_surface_currents_v; ocean_mixed_layer_depth; downwelling_shortwave_radiation; downwelling_longwave_radiation,"A→AB:0.05 (covered: lim) | B→AB:0.05 (covered: opa) | A∪B→AB:0.10 (covered: lim, opa) | uncovered_AB: concentration, currents, depth, downwelling, freshwater, heat, layer, longwave, mixed, modeling, momentum, radiation, salinity, shortwave, snow, stress, temperature, thickness",Mismatch,INTENDED,Match,Atmospheric and oceanic components are meant to be integrated in the system.,Match,The titles are semantically similar and cover overlapping domains.,Match,"Similarity threshold not met, but titles are compatible",Match
5,Semantic Mismatch,Model Version,Shared,A or B must equal AB exactly,dynamic-thermodynamic lim as used in orca2-lim; 8.2,8.2 study; dynamic-thermodynamic lim,dynamic-thermodynamic lim; 8.2,A==AB:×; B==AB:×,Mismatch,INTENDED,Mismatch,"Update either Model A or Model B to the AB-specified version (v2) or revise the AB specification to accept the existing versions, ensuring compatible interfaces and data schemas.",Match,The model versions are compatible and can be integrated.,Mismatch,Use compatible model versions or develop a wrapper,Mismatch
5,Semantic Mismatch,Description,Shared,Coverage threshold ≥ 0.50,"two-dimensional dynamic-thermodynamic sea-ice model with a three-layer thermodynamics scheme snow, 1 layer, ice, 2 layers , viscous-plastic vp rheology, advection via second-order moments prather , parameterized lead formation / closure. coupled to opa to exchange momentum, heat, freshwater fluxes.; ocean surface state, fluxes from opa; physical ocean state variables, surface fluxes for sea-ice thermodynamics / dynamics","hydrostatic, primitive-equation ogcm with free surface, includes isopycnal mixing, gent-mcwilliams eddy advection, tke vertical mixing, double diffusion, a bottom boundary-layer scheme. coupled to lim for sea-ice interactions.; sea-ice state, fluxes from lim; sea-ice thermodynamic, dynamic state plus ice-ocean fluxes","coupled configuration integrating the louvain-la-neuve sea-ice model lim with the océan parallélisé ogcm opa . simulates polar ocean-ice interactions, including exchanges of momentum, heat, salt, freshwater, with two-way flux coupling.; provides ice-ocean fluxes, ice state to opa; provides ocean surface state, currents to lim","A→AB:0.24 (covered: freshwater, heat, momentum, opa, state, two) | B→AB:0.16 (covered: interactions, lim, ogcm, state) | A∪B→AB:0.36 (covered: freshwater, heat, interactions, lim, momentum, ogcm, opa, state, two) | uncovered_AB: configuration, coupling, currents, including, integrating, la, lis, louvain, neuve, oc, parall, polar, provides, salt, simulates, way",Mismatch,INTENDED,Match,Physical and ocean models are complementary for a coupled climate system.,Match,The descriptions are semantically similar and cover overlapping domains.,Match,"Similarity threshold not met, but descriptions are compatible",Match
5,Semantic Mismatch,Keywords,Shared,Coverage threshold ≥ 0.50,"sea ice; vp rheology; thermodynamics; leads, ridging; albedo parameterization; high latitudes",ogcm; free surface; isopycnal mixing; gent-mcwilliams; tke closure; double diffusion,sea ice; ocean circulation; polar climate; flux exchange; thermodynamics; dynamics,"A→AB:0.20 (covered: thermodynamics) | B→AB:0.00 (covered: —) | A∪B→AB:0.20 (covered: thermodynamics) | uncovered_AB: circulation, climate, dynamics, polar",Mismatch,INTENDED,Match,Keyword sets collectively describe the coupled earth system model.,Match,The keywords are compatible and can be integrated.,Match,"Similarity threshold not met, but keywords are compatible",Match
5,Semantic Mismatch,Model Type,Shared,Coverage threshold ≥ 0.50,mechanistic,mechanistic,mechanistic,A→AB:1.00 (covered: mechanistic) | B→AB:1.00 (covered: mechanistic) | A∪B→AB:1.00 (covered: mechanistic) | uncovered_AB: —,Match,INTENDED,Match,,Match,,Match,,Match
5,Semantic Mismatch,Scope,Shared,Coverage threshold ≥ 0.50,"global arctic, antarctic when coupled, climate to decadal scales",global ocean circulation with focus on high latitudes when coupled orca2 grid,"polar, subpolar ocean-ice systems","A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: polar, subpolar, systems",Mismatch,INTENDED,Mismatch,Downscale A to the regional domain or expand AB’s scope to continental scale.,Mismatch,Align the scopes to reflect the integrated model.,Match,Similar scopes,Mismatch
5,Semantic Mismatch,Purpose & Pattern,Shared,Coverage threshold ≥ 0.50,"simulate realistic sea-ice extent, thickness, drift for climate applications, high-latitude process studies; 2-d continuum mechanics with vp rheology, multilayer thermodynamics, coupled momentum / heat / salt exchange with ocean; two-way coupling via flux exchange","simulate large-scale ocean dynamics, stratification, circulation across basins; z-level finite-difference ogcm with parameterized mesoscale, vertical mixing; two-way coupling via flux exchange","simulate two-way interactions between sea ice, ocean for climatological, process-level studies; shared coupling via flux exchange; two-way coupling","A→AB:0.58 (covered: coupling, process, simulate, studies, two, via, way) | B→AB:0.50 (covered: coupling, level, simulate, two, via, way) | A∪B→AB:0.67 (covered: coupling, level, process, simulate, studies, two, via, way) | uncovered_AB: between, climatological, interactions, shared",Match,INTENDED,Match,,Match,,Match,,Match
5,Semantic Mismatch,Assumptions,Shared,Coverage threshold ≥ 0.50,"sea ice treated as a 2-d continuum with vp rheology.; effective thermal conductivity assumes uniform subgrid thickness distribution.; albedo parameterized by surface state, snow / ice thickness.; snow-ice formation when snow depresses surface below sea level.","hydrostatic, boussinesq primitive equations, nonlinear eos.; parameterized mesoscale eddies via gm90, level-1.5 tke for vertical mixing.; bottom boundary-layer scheme for dense overflows.","both submodels share identical timestep, grid; two-way exchange each coupling interval; flux variables are directly compatible in units, meaning","A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: are, both, compatible, coupling, directly, each, grid, identical, interval, meaning, share, submodels, timestep, two, units, way",Mismatch,INTENDED,Match,Shared hydrostatic assumption makes coupling feasible.,Match,The assumptions are compatible and can be integrated with minor adjustments.,Match,"Assumptions are compatible, despite low similarity score",Match
5,Conceptual Quality Gap,Links to Publications & Reports,Shared,Pattern-agnostic,"fichefet & morales maqueda 1997, 1999; goosse & fichefet 1999; timmermann et al. 2005",madec et al. 1999; timmermann et al. 2005,,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
5,Conceptual Quality Gap,Authors’ Unique Identifier,Shared,Pattern-agnostic,thierry fichefet; lim development; luis a. morales maqueda,gurvan madec; lead developer opav8 series,,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
5,Conceptual Quality Gap,Conceptual Model Evaluation,Shared,Pattern-agnostic,"based on established vp rheology, multilayer thermodynamics, widely used in global coupled setups.","extensively validated in tropics, high latitudes",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
5,Conceptual Quality Gap,Calibration Tools/Data,Shared,Pattern-agnostic,"choice of p*, h0 tuned for coarse-resolution realism","sss restoring used to limit drift, runoff climatologies specified",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
