group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,constraint_template,constraint_category,rm_odp_viewpoint,evaluation_mode,in_paper_appendix,verdict,explanation,adaptation
5,Unit Mismatch,B.output(downwelling_shortwave_radiation) -> A.input(downwelling_shortwave_radiation),Integrated,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTENDED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
5,Unit Mismatch,B.output(downwelling_longwave_radiation) -> A.input(downwelling_longwave_radiation),Integrated,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTENDED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
5,Communication Mechanism Mismatch,communication_mechanism,Integrated,Pattern-graded requirement,,,,Integrated requires both sides to declare mechanism.,Missing,INTENDED,Interface Compatibility,RuntimeLevel,Computational,LLMAssisted,True,Gap,,
5,Error Handling Mismatch,error_handling,Integrated,Pattern-graded requirement,"cfl checks, physical bound checks non-negative thickness , abort on instability, restart-file support.","cfl monitoring, nan detection, static instability checks, restart dumps.",,A and B present; AB not provided.,Match,INTENDED,Error-Handling Compatibility,RuntimeLevel,Computational,LLMAssisted,True,Match,,
5,Execution Instruction Gap,execution_instructions,Integrated,Require both sides,"compile lim, opa into a single coupled executable. configure rheology, thermodynamics via namelists. run with synchronous, every-step ocean-ice coupling.","configure orca2 grid, initialize from phc, compile opa+lim into one executable, apply atmospheric forcing, run with 96 min timestep.",,Both A and B must provide.,Match,INTENDED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Match,,
5,Parallel Execution Incompatibility,parallel_execution,Integrated,Pattern-graded requirement,true,true,false,Both sides present.,Match,INTENDED,Execution Constraint Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Match,,
5,Execution Constraint Mismatch,execution_constraints,Integrated,Pattern-graded requirement,"shared orca2 grid, consistent timestep hierarchy, joint compilation in one executable.","orca2 grid consistency, sss restoring tuned for southern ocean stability.",,Integrated expects explicit sync/latency cues.,Mismatch,INTENDED,Execution Ordering Compatibility,RuntimeLevel,Engineering,Deterministic,True,Mismatch,Deterministic check: Integrated expects explicit sync/latency cues.,Adjust the invocation order/synchronization so it matches the dependency implied by the selected integration pattern.
5,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Integrated,Pattern-graded requirement,"cite orca2-lim timmermann et al. 2005 , opa reference manual, lim papers.","cite orca2-lim timmermann 2005 , opa reference manual.",,Both sides present.,Match,INTENDED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Match,,
5,Latency Expectation Mismatch,latency_expectations,Integrated,Pattern-graded requirement,"low latency, lockstep","low, lockstep",,Integrated expects explicit sync/latency cues.,Match,INTENDED,Latency Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Match,,
5,Data Synchronization,data_synchronization,Integrated,Pattern-graded requirement,bidirectional flux / state exchange each coupling interval.,"synchronous exchange of sea-ice fields, ocean state fields.",,Integrated expects explicit synchronous/lockstep cues.,Match,INTENDED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Match,,
5,Programming Language Incompatibility,programming_language,Integrated,Pattern-graded similarity/equality,fortran,fortran 90 / 95,fortran,"A↔B=0.33 (> 0.50), A↔AB=1.00 & B↔AB=0.33 (> 0.25)",Mismatch,INTENDED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Mismatch,,
5,Source Code Availability Gap,availability_of_source_code (A),Integrated,Presence required,,,,A provides metadata,Missing,INTENDED,(auxiliary) Source Code Availability Gap / availability_of_source_code (A),RuntimeLevel,Technology,Deterministic,False,Gap,Deterministic check: A provides metadata,Provide the missing metadata field(s) for both models before this constraint can be assessed.
5,Source Code Availability Gap,availability_of_source_code (B),Integrated,Presence required,,,,B provides metadata,Missing,INTENDED,(auxiliary) Source Code Availability Gap / availability_of_source_code (B),RuntimeLevel,Technology,Deterministic,False,Gap,Deterministic check: B provides metadata,Provide the missing metadata field(s) for both models before this constraint can be assessed.
5,Implementation Verification Gap,implementation_verification (A),Integrated,Presence required,"compared against satellite concentration, uls, drift climatologies",,,A provides metadata,Match,INTENDED,(auxiliary) Implementation Verification Gap / implementation_verification (A),RuntimeLevel,Technology,Deterministic,False,Match,Deterministic check: A provides metadata,No adaptation required.
5,Implementation Verification Gap,implementation_verification (B),Integrated,Presence required,"compared against phc, vertical profiles, mld, convection sites, acc transport.",,,B provides metadata,Match,INTENDED,(auxiliary) Implementation Verification Gap / implementation_verification (B),RuntimeLevel,Technology,Deterministic,False,Match,Deterministic check: B provides metadata,No adaptation required.
5,Software Environment Mismatch,software_specification_and_requirements,Integrated,Pattern-graded similarity/equality,"fortran compiler, netcdf4_family i / o, hdf5 backend, compiled in a shared executable with opa.","fortran compiler, mpi, netcdf4_family, hdf5, orca2 grid tools.",,A↔B token-sim=0.36 (> 0.50),Mismatch,INTENDED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Mismatch,,
5,Hardware Resource Mismatch,hardware_specification_and_requirements,Integrated,Pattern-graded similarity/equality,workstation to hpc,workstation to hpc,workstation or small cluster,"A↔B=1.00 (> 0.50), A↔AB=0.25 & B↔AB=0.25 (> 0.25)",Mismatch,INTENDED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Mismatch,,
5,Distribution Version Mismatch,distribution_version,Integrated,Exact equality required,orca2-lim 2005 application,8.2,1.0,Not equal.,Mismatch,INTENDED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Mismatch,,
5,File Format Mismatch,file_formats,Integrated,Presence required,,,,Neither provides metadata.,Missing,INTENDED,Data Format Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Neither provides metadata.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
5,License Incompatibility,license,Integrated,Pattern-graded requirement,unspecified historical opa / lim distribution,unspecified historical opa distribution,,A↔B token-sim=0.80 (> 0.50),Match,INTENDED,License Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Match,,
5,Landing Page Gap,landing_page (A),Integrated,Presence required,,,,A provides landing page,Missing,INTENDED,(auxiliary) Landing Page Gap / landing_page (A),RuntimeLevel,Technology,Deterministic,False,Gap,Deterministic check: A provides landing page,Provide the missing metadata field(s) for both models before this constraint can be assessed.
5,Landing Page Gap,landing_page (B),Integrated,Presence required,,,,B provides landing page,Missing,INTENDED,(auxiliary) Landing Page Gap / landing_page (B),RuntimeLevel,Technology,Deterministic,False,Gap,Deterministic check: B provides landing page,Provide the missing metadata field(s) for both models before this constraint can be assessed.
5,Operating Environment Mismatch,operating_system,Integrated,Declared operating systems must overlap,,,,Operating system not declared on one or both sides.,Missing,INTENDED,Operating Environment Compatibility,RuntimeLevel,Technology,Deterministic,True,Gap,Deterministic check: Operating system not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
5,Semantic Mismatch,Title,Integrated,Coverage threshold ≥ 0.50,"lim, louvain-la-neuve sea-ice model; thierry fichefet; luis a. morales maqueda; ralph timmermann",opa 8.2 ocean general circulation model; gurvan madec; ralph timmermann,integrated shyfem-wasp5 hydrodynamic-water quality model venice lagoon; caterina solidoro; giuseppe umgiesser,"A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: caterina, giuseppe, hydrodynamic, integrated, lagoon, quality, shyfem, solidoro, umgiesser, venice, wasp5, water",Mismatch,INTEGRATED,(auxiliary) Semantic Mismatch / Title,PatternAgnostic,Domain,Deterministic,False,Mismatch,"Deterministic check: A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: caterina, giuseppe, hydrodynamic, integrated, lagoon, quality, shyfem, solidoro, umgiesser, venice, wasp5, water",Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.
5,Semantic Mismatch,Model Version,Integrated,A or B must equal AB exactly,dynamic-thermodynamic lim orca2-lim configuration; 8.2,8.2; dynamic-thermodynamic lim,1.0,A==AB:×; B==AB:×,Mismatch,INTEGRATED,(auxiliary) Semantic Mismatch / Model Version,PatternAgnostic,Domain,Deterministic,False,Mismatch,Deterministic check: A==AB:×; B==AB:×,Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.
5,Semantic Mismatch,Description,Integrated,Coverage threshold ≥ 0.50,"a dynamic-thermodynamic sea-ice model with multilayer thermodynamics 1 snow + 2 ice layers , viscous-plastic vp rheology. includes thickness redistribution, prather advection, parameterized lead formation, closure. in orca2-lim it is compiled, integrated in-memory with opa 8.2, exchanging momentum, heat, freshwater fluxes synchronously every ocean timestep group.; opa-provided surface fields, fluxes in-memory; physical ocean state, fluxes","hydrostatic, boussinesq primitive-equation ogcm with free surface. uses a z-level grid, gent-mcwilliams isopycnal mixing, level-1.5 tke vertical mixing, double diffusion, a bottom boundary-layer scheme. in orca2-lim applications, opa, lim are compiled into a single integrated executable with synchronous in-memory coupling.; sea-ice fields, ice-ocean fluxes from lim in-memory; sea-ice state, fluxes","a coupled lagoon modeling system integrating shyfem 3d finite-element hydrodynamics with wasp5 water-quality / ecological model . shyfem outputs hydrodynamics, salinity, temperature, transport fields that are mapped to wasp5 compartments through offline file-based exchange, enabling simulation of nutrient cycling, phytoplankton dynamics in the venice lagoon.","A→AB:0.00 (covered: —) | B→AB:0.03 (covered: are) | A∪B→AB:0.03 (covered: are) | uncovered_AB: 3d, based, compartments, cycling, dynamics, ecological, element, enabling, file, finite, hydrodynamics, integrating, lagoon, mapped, modeling, nutrient, offline, phytoplankton, quality, salinity, shyfem, simulation, system, temperature, that, through, transport, venice, wasp5, water",Mismatch,INTEGRATED,(auxiliary) Semantic Mismatch / Description,PatternAgnostic,Domain,Deterministic,False,Mismatch,"Deterministic check: A→AB:0.00 (covered: —) | B→AB:0.03 (covered: are) | A∪B→AB:0.03 (covered: are) | uncovered_AB: 3d, based, compartments, cycling, dynamics, ecological, element, enabling, file, finite, hydrodynamics, integrating, lagoon, mapped, modeling, nutrient, offline, phytoplankton, quality, salinity, shyfem, simulation, system, temperature, that, through, transport, venice, wasp5, water",Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.
5,Semantic Mismatch,Keywords,Integrated,Coverage threshold ≥ 0.50,sea-ice dynamics; vp rheology; multilayer thermodynamics; lead formation; ridging; ice-ocean coupling; high-latitude processes,ogcm; ocean circulation; vertical mixing; free surface; gent-mcwilliams; tke closure; orca2 grid,coupled hydrodynamics-biogeochemistry; shyfem; wasp5; lagoon ecology; nutrient cycling; offline coupling,"A→AB:0.10 (covered: coupling) | B→AB:0.00 (covered: —) | A∪B→AB:0.10 (covered: coupling) | uncovered_AB: biogeochemistry, cycling, ecology, hydrodynamics, lagoon, nutrient, offline, shyfem, wasp5",Mismatch,INTEGRATED,(auxiliary) Semantic Mismatch / Keywords,PatternAgnostic,Domain,Deterministic,False,Mismatch,"Deterministic check: A→AB:0.10 (covered: coupling) | B→AB:0.00 (covered: —) | A∪B→AB:0.10 (covered: coupling) | uncovered_AB: biogeochemistry, cycling, ecology, hydrodynamics, lagoon, nutrient, offline, shyfem, wasp5",Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.
5,Semantic Mismatch,Model Type,Integrated,Coverage threshold ≥ 0.50,mechanistic,mechanistic,mechanistic,A→AB:1.00 (covered: mechanistic) | B→AB:1.00 (covered: mechanistic) | A∪B→AB:1.00 (covered: mechanistic) | uncovered_AB: —,Match,INTEGRATED,(auxiliary) Semantic Mismatch / Model Type,PatternAgnostic,Domain,Deterministic,False,Match,Deterministic check: A→AB:1.00 (covered: mechanistic) | B→AB:1.00 (covered: mechanistic) | A∪B→AB:1.00 (covered: mechanistic) | uncovered_AB: —,No adaptation required.
5,Semantic Mismatch,Scope,Integrated,Coverage threshold ≥ 0.50,high-latitude global sea-ice cover arctic + antarctic,global ocean circulation,venice lagoon ecosystem,"A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: ecosystem, lagoon, venice",Mismatch,INTEGRATED,Scope Compatibility,PatternAgnostic,Domain,LLMAssisted,True,Mismatch,,
5,Semantic Mismatch,Purpose & Pattern,Integrated,Coverage threshold ≥ 0.50,"simulate sea-ice drift, extent, thickness, ridging, thermodynamic evolution; vp continuum mechanics + multilayer thermodynamics with direct ocean-ice flux coupling","simulate large-scale ocean dynamics, stratification, circulation; z-level finite-difference ogcm with parameterized eddy mixing; integrated","simulate lagoon circulation, nutrient dynamics, water quality, phytoplankton; offline sequential coupling shyfem → wasp5; integrated","A→AB:0.14 (covered: coupling, simulate) | B→AB:0.29 (covered: circulation, dynamics, integrated, simulate) | A∪B→AB:0.36 (covered: circulation, coupling, dynamics, integrated, simulate) | uncovered_AB: lagoon, nutrient, offline, phytoplankton, quality, sequential, shyfem, wasp5, water",Mismatch,INTEGRATED,Purpose Compatibility,PatternAgnostic,Domain,LLMAssisted,True,Mismatch,,
5,Semantic Mismatch,Assumptions,Integrated,Coverage threshold ≥ 0.50,"sea ice treated as a 2-d continuum with vp rheology; subgrid ice-thickness distribution approximated implicitly through h0, assumptions on conductivity; albedo parameterized using surface conditions snow, melt, thickness; snow-ice formation triggered when snow depresses freeboard below sea level","hydrostatic, boussinesq approximations; nonlinear thermodynamic equation of state; mesoscale eddies parameterized gm90; prognostic tke vertical mixing","one-way coupling no biogeochemical feedback into hydrodynamics; wasp5 compartments derived from shyfem mesh; hydrodynamic fields drive nutrient transport, transformation","A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: biogeochemical, compartments, coupling, derived, drive, feedback, hydrodynamic, hydrodynamics, mesh, no, nutrient, one, shyfem, transformation, transport, wasp5, way",Mismatch,INTEGRATED,Assumption Compatibility,PatternAgnostic,Domain,LLMAssisted,True,Mismatch,,
5,Conceptual Quality Gap,Links to Publications & Reports,Integrated,Pattern-agnostic,fichefet & morales maqueda 1997; fichefet & morales maqueda 1999; goosse & fichefet 1999; timmermann et al. 2005,madec et al. 1999; timmermann et al. 2005,,Both provide metadata.,Match,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Match,,
5,Conceptual Quality Gap,Authors’ Unique Identifier,Integrated,Pattern-agnostic,"thierry fichefet; sea-ice model development; luis a. morales maqueda; thermodynamics, dynamics formulation; ralph timmermann; orca2-lim configuration, analysis",gurvan madec; opa development; ralph timmermann; orca2-lim high-latitude evaluation,,Both provide metadata.,Match,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Match,,
5,Conceptual Quality Gap,Conceptual Model Evaluation,Integrated,Pattern-agnostic,"based on standard vp rheology, multilayer thermodynamics, orca2-lim applications reproduce major hemispheric sea-ice patterns, seasonal cycles.","validated in tropics, high latitudes, orca2-lim reproduces large-scale hydrography, convection sites, acc transport.",,Both provide metadata.,Match,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Match,,
5,Conceptual Quality Gap,Calibration Tools/Data,Integrated,Pattern-agnostic,"ice strength p*, h0 tuning, albedo options tuned for orca2-lim realism","sss restoring to phc, combined reanalysis / climatology atmospheric forcing, runoff climatologies.",,Both provide metadata.,Match,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Match,,
5,Conceptual Quality Gap,Validation Capabilities,Integrated,Pattern-agnostic,"satellite ice concentration, ice drift ssm / i, avhrr , submarine / uls thickness, climatological seasonal cycles.","phc hydrography, argo-like profiles, mld depth, acc transport, sea-ice-linked metrics.",,Both provide metadata.,Match,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Match,,
5,Conceptual Quality Gap,Sensitivity Analysis,Integrated,Pattern-agnostic,,,,Neither provides metadata.,Missing,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Gap,,
5,Conceptual Quality Gap,Uncertainty Analysis,Integrated,Pattern-agnostic,,,,Neither provides metadata.,Missing,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Gap,,
5,Data Schema Mismatch,Direction (any),Integrated,A.output ↔ B.input OR B.output ↔ A.input (≥1),A.out:ice_concentration; ice_thickness; snow_thickness; ice_drift_u; ice_drift_v; surface_albedo; ice_ocean_freshwater_flux; ice_ocean_heat_flux; ice_ocean_momentum_stress,B.out:sea_surface_temperature; sea_surface_salinity; ocean_surface_currents_u; ocean_surface_currents_v; mixed_layer_depth; downwelling_shortwave_radiation; downwelling_longwave_radiation,,A2B:✓; B2A:✓,Match,INTEGRATED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,True,Match,,
5,Data Schema Mismatch,(A or B).input vs AB.input,Integrated,(A or B).input ↔ AB.input (similarity>0),A.in:sea_surface_temperature; sea_surface_salinity; ocean_surface_currents_u; ocean_surface_currents_v; ocean_mixed_layer_depth; downwelling_shortwave_radiation; downwelling_longwave_radiation; opa-provided surface fields; fluxes in-memory; physical ocean state; fluxes | B.in:ice_concentration; ice_thickness; snow_thickness; ice_ocean_freshwater_flux; ice_ocean_heat_flux; ice_ocean_momentum_stress; sea-ice fields; ice-ocean fluxes from lim in-memory; sea-ice state; fluxes,,(none),max=0.00 | missing: AB.input,Missing,INTEGRATED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,True,Gap,,
5,Data Schema Mismatch,(A or B).output vs AB.output,Integrated,(A or B).output ↔ AB.output (similarity>0),A.out:ice_concentration; ice_thickness; snow_thickness; ice_drift_u; ice_drift_v; surface_albedo; ice_ocean_freshwater_flux; ice_ocean_heat_flux; ice_ocean_momentum_stress | B.out:sea_surface_temperature; sea_surface_salinity; ocean_surface_currents_u; ocean_surface_currents_v; mixed_layer_depth; downwelling_shortwave_radiation; downwelling_longwave_radiation,,hydrodynamics; nutrients; phytoplankton; dissolved oxygen,max=0.00,Mismatch,INTEGRATED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,True,Mismatch,,
5,Temporal Resolution Mismatch,time_steps_temporal_resolution,Integrated,Common exchanged variables align semantically (or a declared conversion bridges them),"coupling every n ocean steps, diagnostics daily-monthly",≈96 min timestep,hourly-daily,A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Mismatch,INTEGRATED,Temporal Resolution Compatibility,InformationLevel,Information,Deterministic,True,Mismatch,Deterministic check: A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Resample the exchanged variable to the temporal resolution required by the receiving model.
5,Temporal Coverage Mismatch,temporal_extent_coverage,Integrated,Common exchanged variables align semantically (or a declared conversion bridges them),multi-decadal integrations,multi-decadal,tidal to seasonal,A<->B token-sim=0.50 (>0 means aligned),Match,INTEGRATED,(auxiliary) Temporal Coverage Mismatch / temporal_extent_coverage,RuntimeLevel,Information,Deterministic,False,Match,Deterministic check: A<->B token-sim=0.50 (>0 means aligned),No adaptation required.
5,Spatial Resolution Mismatch,spatial_resolution,Integrated,Common exchanged variables align semantically (or a declared conversion bridges them),follows host ocean grid orca2 ≈ 2°,≈2° orca2 tripolar grid,"finite-element mesh, compartmental wasp5 groups",A<->B token-sim=0.50 (>0 means aligned),Match,INTEGRATED,Spatial Resolution Compatibility,InformationLevel,Information,Deterministic,True,Match,Deterministic check: A<->B token-sim=0.50 (>0 means aligned),No adaptation required.
5,Spatial Coverage Mismatch,spatial_extent_coverage,Integrated,Common exchanged variables align semantically (or a declared conversion bridges them),global ocean sea-ice regions when coupled with opa,78°s-90°n orca2,venice lagoon,A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Mismatch,INTEGRATED,(auxiliary) Spatial Coverage Mismatch / spatial_extent_coverage,RuntimeLevel,Information,Deterministic,False,Mismatch,Deterministic check: A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.
5,Dimensionality Mismatch,dimensionality,Integrated,Common exchanged variables align semantically (or a declared conversion bridges them),2d + multilayer vertical thermodynamics,3d,3d shyfem + 0d / 1d compartments wasp5,A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Mismatch,INTEGRATED,Dimensionality Compatibility,InformationLevel,Information,Deterministic,True,Mismatch,Deterministic check: A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Aggregate or disaggregate the exchanged variable to the dimensionality required by the receiving model.
5,Unit Mismatch,A.output(ice_concentration) -> B.input(ice_concentration),Integrated,Both sides must declare a unit for the exchanged variable,,%,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
5,Unit Mismatch,A.output(ice_thickness) -> B.input(ice_thickness),Integrated,Both sides must declare a unit for the exchanged variable,,m,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
5,Unit Mismatch,A.output(snow_thickness) -> B.input(snow_thickness),Integrated,Both sides must declare a unit for the exchanged variable,,m/s,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
5,Unit Mismatch,A.output(ice_ocean_freshwater_flux) -> B.input(ice_ocean_freshwater_flux),Integrated,Both sides must declare a unit for the exchanged variable,,W m⁻²,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
5,Unit Mismatch,A.output(ice_ocean_heat_flux) -> B.input(ice_ocean_heat_flux),Integrated,Both sides must declare a unit for the exchanged variable,,N m⁻²,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
5,Unit Mismatch,A.output(ice_ocean_momentum_stress) -> B.input(ice_ocean_momentum_stress),Integrated,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
5,Unit Mismatch,B.output(sea_surface_temperature) -> A.input(sea_surface_temperature),Integrated,Both sides must declare a unit for the exchanged variable,,°C,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
5,Unit Mismatch,B.output(sea_surface_salinity) -> A.input(sea_surface_salinity),Integrated,Both sides must declare a unit for the exchanged variable,,PSU,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
5,Unit Mismatch,B.output(ocean_surface_currents_u) -> A.input(ocean_surface_currents_u),Integrated,Both sides must declare a unit for the exchanged variable,,m/s,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
5,Unit Mismatch,B.output(ocean_surface_currents_v) -> A.input(ocean_surface_currents_u),Integrated,Both sides must declare a unit for the exchanged variable,,m/s,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
5,Unit Mismatch,B.output(mixed_layer_depth) -> A.input(ocean_mixed_layer_depth),Integrated,Both sides must declare a unit for the exchanged variable,,W m⁻²,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
5,Unit Mismatch,B.output(downwelling_shortwave_radiation) -> A.input(downwelling_shortwave_radiation),Integrated,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
5,Unit Mismatch,B.output(downwelling_longwave_radiation) -> A.input(downwelling_longwave_radiation),Integrated,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
5,Communication Mechanism Mismatch,communication_mechanism,Integrated,Pattern-graded requirement,,,,Integrated requires both sides to declare mechanism.,Missing,INTEGRATED,Interface Compatibility,RuntimeLevel,Computational,LLMAssisted,True,Gap,,
5,Error Handling Mismatch,error_handling,Integrated,Pattern-graded requirement,"cfl checks, physical bound checks non-negative thickness , abort on instability, restart-file support.","cfl monitoring, nan detection, static instability checks, restart dumps.","input validation, range checks, wasp5 mass balance diagnostics, abort on inconsistent hydrodynamic-compartment mapping.","A↔AB=0.11, B↔AB=0.05 (>0 required if AB exists)",Match,INTEGRATED,Error-Handling Compatibility,RuntimeLevel,Computational,LLMAssisted,True,Match,,
5,Execution Instruction Gap,execution_instructions,Integrated,Require both sides,"compile lim, opa into a single coupled executable. configure rheology, thermodynamics via namelists. run with synchronous, every-step ocean-ice coupling.","configure orca2 grid, initialize from phc, compile opa+lim into one executable, apply atmospheric forcing, run with 96 min timestep.",,Both A and B must provide.,Match,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Match,,
5,Parallel Execution Incompatibility,parallel_execution,Integrated,Pattern-graded requirement,true,true,false,Both sides present.,Match,INTEGRATED,Execution Constraint Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Match,,
5,Execution Constraint Mismatch,execution_constraints,Integrated,Pattern-graded requirement,"shared orca2 grid, consistent timestep hierarchy, joint compilation in one executable.","orca2 grid consistency, sss restoring tuned for southern ocean stability.","time resolution of wasp5 must resolve shyfem output, mesh-to-compartment mapping required.",Integrated expects explicit sync/latency cues.,Mismatch,INTEGRATED,Execution Ordering Compatibility,RuntimeLevel,Engineering,Deterministic,True,Mismatch,Deterministic check: Integrated expects explicit sync/latency cues.,Adjust the invocation order/synchronization so it matches the dependency implied by the selected integration pattern.
5,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Integrated,Pattern-graded requirement,"cite orca2-lim timmermann et al. 2005 , opa reference manual, lim papers.","cite orca2-lim timmermann 2005 , opa reference manual.","cite solidoro et al. 2003 , shyfem developers, wasp5 developers.",Both sides present.,Match,INTEGRATED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Match,,
5,Latency Expectation Mismatch,latency_expectations,Integrated,Pattern-graded requirement,"low latency, lockstep","low, lockstep",low offline batch,Integrated expects explicit sync/latency cues.,Match,INTEGRATED,Latency Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Match,,
